"FXY1","Title_en","SubTitle_en","FXY2","ElementName_en","ExistingElementName_en","Note_en","Status"
"340009","(Normalized differential vegetation index (NDVI))",,"008072","Pixel(s) type","Pixel(s) type",,"Operational"
"340009","(Normalized differential vegetation index (NDVI))",,"013039","Terrain type (ice/snow)","Terrain type (ice/snow)",,"Operational"
"340009","(Normalized differential vegetation index (NDVI))",,"040015","Normalized differential vegetation index (NDVI)","Normalized differential vegetation index (NDVI)",,"Operational"
"340010","(JASON-2 OGDR data)","Satellite","001007","Satellite identifier","Satellite identifier",,"Operational"
"340010","(JASON-2 OGDR data)","Satellite","002019","Satellite instruments","Satellite instruments",,"Operational"
"340010","(JASON-2 OGDR data)","Satellite","001096","Station acquisition","Acquisition station identifier",,"Operational"
"340010","(JASON-2 OGDR data)","Satellite","025061","Software identification and version number","Software identification",,"Operational"
"340010","(JASON-2 OGDR data)","Satellite","005044","Satellite cycle number","Satellite cycle number",,"Operational"
"340010","(JASON-2 OGDR data)","Satellite","005040","Orbit number","Orbit number",,"Operational"
"340010","(JASON-2 OGDR data)","Satellite","001030","Numerical model identifier","Numerical model identifier",,"Operational"
"340010","(JASON-2 OGDR data)","Datation","004001","Year","Year",,"Operational"
"340010","(JASON-2 OGDR data)","Datation","004002","Month","Month",,"Operational"
"340010","(JASON-2 OGDR data)","Datation","004003","Day","Day",,"Operational"
"340010","(JASON-2 OGDR data)","Datation","004004","Hour","Hour",,"Operational"
"340010","(JASON-2 OGDR data)","Datation","004005","Minute","Minute",,"Operational"
"340010","(JASON-2 OGDR data)","Datation","004007","Seconds within a minute (microsecond accuracy)","Seconds within a minute",,"Operational"
"340010","(JASON-2 OGDR data)","Location and surface type","005001","Latitude (high accuracy)","Latitude (high accuracy)",,"Operational"
"340010","(JASON-2 OGDR data)","Location and surface type","006001","Longitude (high accuracy)","Longitude (high accuracy)",,"Operational"
"340010","(JASON-2 OGDR data)","Location and surface type","008029","Surface type","Surface type",,"Operational"
"340010","(JASON-2 OGDR data)","Location and surface type","008074","Altimeter echo type","Altimeter echo type",,"Operational"
"340010","(JASON-2 OGDR data)","Location and surface type","008077","Radiometer sensed surface type","Radiometer sensed surface type",,"Operational"
"340010","(JASON-2 OGDR data)","Flags","040011","Interpolation flag","Interpolation flag",,"Operational"
"340010","(JASON-2 OGDR data)","Flags","025097","Three-dimensional error estimate of the navigator orbit","Three dimensional error estimate of the navigator orbit",,"Operational"
"340010","(JASON-2 OGDR data)","Flags","025095","Altimeter state flag","Altimeter state flag",,"Operational"
"340010","(JASON-2 OGDR data)","Flags","025098","Altimeter data quality flag","Altimeter data quality flag",,"Operational"
"340010","(JASON-2 OGDR data)","Flags","025099","Altimeter correction quality flag","Altimeter correction quality flag",,"Operational"
"340010","(JASON-2 OGDR data)","Flags","021144","Altimeter rain flag","Altimeter rain flag",,"Operational"
"340010","(JASON-2 OGDR data)","Flags","025096","Radiometer state flag","Radiometer state flag",,"Operational"
"340010","(JASON-2 OGDR data)","Flags","040012","Radiometer data quality flag","Radiometer data quality flag",,"Operational"
"340010","(JASON-2 OGDR data)","Flags","040013","Radiometer brightness temperature interpretation flag","Radiometer brightness temperature interpretation flag",,"Operational"
"340010","(JASON-2 OGDR data)","Flags","021169","Ice presence indicator","Ice presence indicator",,"Operational"
"340010","(JASON-2 OGDR data)","Flags","040023","Auxiliary altimeter state flags","Auxiliary altimeter state flags",,"Operational"
"340010","(JASON-2 OGDR data)","Flags","040024","Meteorological map availability","Meteorological map availability",,"Operational"
"340010","(JASON-2 OGDR data)","Flags","040025","Interpolation flag for mean diurnal tide","Interpolation flag for mean diurnal tide",,"Operational"
"340010","(JASON-2 OGDR data)","Altimeter: Ku band","022151","Ku band ocean range","Ku band ocean range",,"Operational"
"340010","(JASON-2 OGDR data)","Altimeter: Ku band","022162","RMS of 20 Hz Ku band ocean range","RMS of 20 Hz Ku band ocean range",,"Operational"
"340010","(JASON-2 OGDR data)","Altimeter: Ku band","022163","Number of 20 Hz valid points for Ku band","Number of 20 Hz valid points for Ku band",,"Operational"
"340010","(JASON-2 OGDR data)","Altimeter: Ku band","025160","Ku band net instrumental correction","Ku band net instrumental correction",,"Operational"
"340010","(JASON-2 OGDR data)","Altimeter: Ku band","025133","Sea state bias correction on Ku band","Sea state bias correction on Ku band",,"Operational"
"340010","(JASON-2 OGDR data)","Altimeter: Ku band","022156","Ku band significant wave height","Ku band significant wave height",,"Operational"
"340010","(JASON-2 OGDR data)","Altimeter: Ku band","022164","RMS 20 Hz Ku band significant wave height","RMS 20 Hz Ku band significant wave height",,"Operational"
"340010","(JASON-2 OGDR data)","Altimeter: Ku band","022165","Number of 20 Hz valid points for Ku band significant wave height","Number of 20 Hz valid points for Ku band significant wave height",,"Operational"
"340010","(JASON-2 OGDR data)","Altimeter: Ku band","022166","Ku band net instrumental correction for significant wave height","Ku band net instrumental correction for significant wave height",,"Operational"
"340010","(JASON-2 OGDR data)","Altimeter: Ku band","021137","Ku band corrected ocean backscatter coefficient","Ku band corrected ocean backscatter coefficient",,"Operational"
"340010","(JASON-2 OGDR data)","Altimeter: Ku band","021138","STD Ku band corrected ocean backscatter coefficient","Std Ku band corrected ocean backscatter coefficient",,"Operational"
"340010","(JASON-2 OGDR data)","Altimeter: Ku band","022167","Number of valid points for Ku band backscatter","Number of valid points for Ku band backscatter",,"Operational"
"340010","(JASON-2 OGDR data)","Altimeter: Ku band","021139","Ku band net instrumental correction for AGC","Ku band net instrumental correction for AGC",,"Operational"
"340010","(JASON-2 OGDR data)","Altimeter: Ku band","021118","Attenuation correction on sigma-0","Attenuation correction on sigma-0",,"Operational"
"340010","(JASON-2 OGDR data)","Altimeter: Ku band","021145","Ku band automatic gain control","Ku band automatic gain control",,"Operational"
"340010","(JASON-2 OGDR data)","Altimeter: Ku band","021146","RMS Ku band automatic gain control","RMS Ku band automatic gain control",,"Operational"
"340010","(JASON-2 OGDR data)","Altimeter: Ku band","021147","Number of valid points for Ku band automatic gain control","Number of valid points for Ku band automatic gain control",,"Operational"
"340010","(JASON-2 OGDR data)","Altimeter: C band","022168","C band ocean range","C band ocean range",,"Operational"
"340010","(JASON-2 OGDR data)","Altimeter: C band","022169","RMS of C band ocean range","RMS of C band ocean range",,"Operational"
"340010","(JASON-2 OGDR data)","Altimeter: C band","022170","Number of 20 Hz valid points for C band","Number of 20 Hz valid points for C band",,"Operational"
"340010","(JASON-2 OGDR data)","Altimeter: C band","025161","C band net instrumental correction","C band net instrumental correction",,"Operational"
"340010","(JASON-2 OGDR data)","Altimeter: C band","025162","Sea state bias correction on C band","Sea state bias correction on C band",,"Operational"
"340010","(JASON-2 OGDR data)","Altimeter: C band","022171","C band significant wave height","C band significant wave height",,"Operational"
"340010","(JASON-2 OGDR data)","Altimeter: C band","022172","RMS 20 Hz C band significant wave height","RMS 20 Hz C band significant wave height",,"Operational"
"340010","(JASON-2 OGDR data)","Altimeter: C band","022173","Number of 20 Hz valid points for C band significant wave height","Number of 20 Hz valid points for C band significant wave height",,"Operational"
"340010","(JASON-2 OGDR data)","Altimeter: C band","022174","C band net instrumental correction for significant wave height","C band net instrumental correction for significant wave height",,"Operational"
"340010","(JASON-2 OGDR data)","Altimeter: C band","021170","C band corrected ocean backscatter coefficient","C band corrected ocean backscatter coefficient",,"Operational"
"340010","(JASON-2 OGDR data)","Altimeter: C band","021171","RMS C band corrected ocean backscatter coefficient","RMS C band corrected ocean backscatter coefficient",,"Operational"
"340010","(JASON-2 OGDR data)","Altimeter: C band","022175","Number of valid points for C band backscatter","Number of valid points for C band backscatter",,"Operational"
"340010","(JASON-2 OGDR data)","Altimeter: C band","021172","C band net instrumental correction for AGC","C band net instrumental correction for AGC",,"Operational"
"340010","(JASON-2 OGDR data)","Altimeter: C band","021118","Attenuation correction on sigma-0","Attenuation correction on sigma-0",,"Operational"
"340010","(JASON-2 OGDR data)","Altimeter: C band","021173","C band automatic gain control","C band automatic gain control",,"Operational"
